seed,oracle_mcc,best_fixed_mcc,oracle_headroom_vs_fixed
42,0.9796015436393947,0.9573981996278647,0.022203344011530013
43,0.9778795103973529,0.9638865644329483,0.01399294596440459
44,0.9675950551540127,0.9453007757418131,0.022294279412199525
45,0.9792059863015522,0.9612680864143363,0.017937899887215947
46,0.9814778833683769,0.9648618692807569,0.016616014087620035
