seed,elapsed_seconds,val_fixed_mcc,val_reliability_mcc,val_conservative_mcc
42,32.96576690673828,0.9609600165350128,0.968110888875535,0.9681454995520203
43,32.13562631607056,0.9644035738269842,0.9631297277295048,0.9637664557821642
44,32.8960235118866,0.942112487548148,0.9630149224070756,0.9642311646481713
45,33.93695020675659,0.9641966939070356,0.9648570669559019,0.9648570669559019
46,33.29949903488159,0.9681867075787162,0.9591002276005428,0.9675456161528353
