seed,Average,Best fixed,CWT,Logistic stacking,Oracle,PoC3 gate,PoC4 conservative reliability fusion,PoC4 reliability fusion,Temporal,Delta_adaptive_minus_fixed
42,0.955187506938726,0.9573981996278647,0.9362697988865113,0.9563385180932874,0.9796015436393947,0.9544140462832602,0.9635654652798471,0.9646315366777066,0.946531891528714,0.00723333704984197
43,0.9638865644329483,0.9638865644329483,0.9111162490454854,0.9412158884616215,0.9778795103973529,0.9564070597727456,0.9638778031917827,0.9642224760442243,0.9564070597727456,0.00033591161127599634
44,0.9397863034823006,0.9453007757418131,0.871849933252228,0.9205092903375087,0.9675950551540127,0.940441062708039,0.9633470382205361,0.9633605851155648,0.9403093278289465,0.018059809373751623
45,0.9618177928404213,0.9612680864143363,0.9278370637026561,0.9552961216100704,0.9792059863015522,0.9387720804363245,0.9633734061483604,0.9633734061483604,0.938900694039297,0.002105319734024169
46,0.9641804781671524,0.9648618692807569,0.9522484931814003,0.9605193732071389,0.9814778833683769,0.9539771781092221,0.9637125207242675,0.9614390879613735,0.9547782177431862,-0.00342278131938345
